text,sarcastic
"No, I'm saying it's OK because abortion is legal in this country. I was just pointing out that it's also legal to execute a convicted killer, and it's fine and dandy to declare wars where many people will die. ""Thall shalt not kill, unless there is a war"".   Legally there is a difference. But let's just toss that out for a second. The end result is exactly the same. Eyes fogged over no longer care whether it was fun or self defense.   It's only time it's your call, is when it's suicide.",0
lets see im going to ask you some questions.are you ?are you a ? do you have blue eyes? do you have brown eyes? now if you say NO to one of those things isnt that cosidered an answer? where i come from its yes or no.2 possible answers. not just yes every time to get what you want.,0
"Except, of course, the evidence is totally against that. Plus, there is the little matter of infant mortality... and lack of resources. 
But hey, don't let common sense and evidence stop you.",1
"Actually it started when they wrote the consitution - you can practice your religion, but you can't make me do it or even give a flying monkeys XXX about it.",0
he was in indonesia dear. read his xxxx (my marks) i thought he was as old as the devil??,0
"""The Civil War was fought to establish the principle that each person owns his own body - a principle that the pro-life crowd is trying to destroy.""   Each owns his own body? Are you talking about the woman or the child in the womb?",0
"So,are you saying that all anti-gunners are fearless???If so,,I must laugh.",0
"Poor little poopie. 
If your gay sex agenda wasn't of the devil himself you might be better received in the world.",1
"frozen bananas, peanut butter, cacao powder, almond milk, blend YOU WILL NOT BE DISAPPOINTED OH MY GOSH 10/10 best homemade ice cream 🍨",0
You know the wolves match is boring when you're talking with your mate about the best way to wire up his new shed!,1
"i love how the right accuses the left of star f---ing, yet it's the right who is always electing celebrities...",0
"I'm not sure what the threshold for gezzerdom is, but I fear I have passed it.
Dono",1
Most certainly. The fact that you think that it is unnecessary only underlines your ignorance. Why don't you discuss beetle lungs for us. Those are organs necessary for the survival of both bears and cheetahs. How about livers. Same story. Thyroid? Pituitary? Pancreas? Go for it.,1
"Well ok then, why dont you tell us ""right"" view on gay marriage?
(Instead of just b-wording)",1
Dealing with a designated nuisance species isn't the same thing as hunting. It's wildlife management.,0
The high tomorrow is 45! Anyone wanna go to the pool?,1
"'Most Biblical scholars'? If you mean they think the letters are forgeries and weren't at least dictated by Paul, then it's just not true that most Biblical scholars think that. I agree in terms of the idea that Paul in some cases had someone else actually put the words on paper and he told them what to write, but that's pretty irrelevant here, IMO.",0
Applying for jobs is so weird and feels fake,0
Find me a mass shooting in Utah where concealed carry on campus is legal.,1
"It's ashame that everyone keeps looking for the judiciary to do the legislature's work. When will the people press Congress to take up abortion? It is the job of Congress after all, to address the issues desired by it's constituents.",0
I need Trisha as a guest on red scare,0
"Yeah, it does have risk unlike the embryonic stem cells, but I think that if it comes out the way they hope, it will eventually lead to more embryonic uses as well when people realize that this can have risks. I think it is good to have this way as a back up while people argue over the use of cells that would otherwise be disposed, and get some treatment to people who need it rather than letting it be denied to them by anti-abortionists. And yeah, it's pretty much guaranteed that someone will find something to object about, claiming it is immoral (maybe it will now be that these stem cells are potential human life and we can't use them emoticonXRolleyes ), but it will likely not have as many objections.",0
